code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,c_name
737,*ST南风,0,3.86,3.88,3.92,3.83,3.86,2983770,0.54373,11543157,-5.037,-8.448,211821.36,211821.36,
601992,金隅集团,0.604,5,5,5.07,4.95,4.97,63406957,0.77843,317622355,18.519,1.299,5338885.567,4072739.51,
2188,ST巴士,-0.916,6.49,6.48,6.53,6.44,6.55,3875635,2.10087,25127701,20.935,0.893,191862.2631,119726.2259,
600908,无锡银行,-1.102,7.18,7.24,7.26,7.17,7.26,9375435,1.16562,67567645,13.296,1.457,1326946.436,577509.3837,
2807,江阴银行,-0.277,7.19,7.22,7.25,7.16,7.21,7752200,1.07925,55840831,15.719,1.389,1270727.775,516452.9151,
600919,江苏银行,-0.272,7.32,7.36,7.37,7.3,7.34,22127286,0.37352,162121047,7.469,0.952,8450537.4,4336351.783,
603323,吴江银行,-0.631,7.87,7.85,7.95,7.82,7.92,7974487,1.31391,62774662,12.297,1.374,1139642.365,477652.2974,
719,中原传媒,1.178,8.59,8.5,8.59,8.5,8.49,1880740,0.28191,16099953,12.632,1.223,878932.0204,573079.7394,
603979,金诚信,0.643,9.39,9.32,9.43,9.26,9.33,2547604,1.04771,23872355,22.357,1.445,549315,228327.5405,
603668,天马科技,1.789,10.81,10.67,10.87,10.6,10.62,2177877,1.17107,23374428,21.62,0,320840.8,201036.84,
600926,杭州银行,-0.353,11.29,11.32,11.38,11.24,11.33,8545836,0.58304,96459748,6.72,1.003,4137140.206,1654808.727,
601997,贵阳银行,-1.033,14.37,14.53,14.58,14.35,14.52,15793172,1.27471,227953986,7.726,1.402,3303076.56,1780392.842,
601229,上海银行,-0.538,14.8,14.91,14.91,14.77,14.88,10642395,0.2871,157688079,5.67,0.93,11552561.8,5486204.538,
601828,美凯龙,1.024,15.78,15.7,16.06,15.65,15.62,15217745,4.83103,240932576,13.965,1.415,6215611.086,497070,
601211,国泰君安,-0.176,17.06,17.15,17.19,16.97,17.09,18009332,0.38053,307509961,15.369,1.207,14865980.76,8073979.437,
